[Connect DataFile][1.0]
Date:	25.9.2018
Time:	16:43:40
Unit:	°C
Resolution:	0,020
Time	TObj	TInt	TExt
00:01:37,240	15,8	26,7	-----	
00:01:37,260	15,8	26,7	-----	
00:01:37,280	15,8	26,7	-----	
00:01:37,300	15,8	26,7	-----	
00:01:37,320	15,8	26,7	-----	
00:01:37,340	15,8	26,7	-----	
00:01:37,360	15,8	26,7	-----	
00:01:37,380	15,8	26,7	-----	
00:01:37,400	15,8	26,7	-----	
00:01:37,420	15,8	26,7	-----	
00:01:37,440	15,8	26,7	-----	
00:01:37,460	15,8	26,7	-----	
00:01:37,480	15,8	26,7	-----	
00:01:37,500	15,8	26,7	-----	
00:01:37,520	15,8	26,7	-----	
00:01:37,540	15,8	26,7	-----	
00:01:37,560	15,8	26,7	-----	
00:01:37,580	15,8	26,7	-----	
00:01:37,600	15,8	26,7	-----	
00:01:37,620	15,8	26,7	-----	
00:01:37,640	15,8	26,7	-----	
00:01:37,660	15,8	26,7	-----	
00:01:37,680	15,8	26,7	-----	
00:01:37,700	15,8	26,7	-----	
00:01:37,720	15,8	26,7	-----	
00:01:37,740	15,8	26,7	-----	
00:01:37,760	15,7	26,7	-----	
00:01:37,780	15,7	26,7	-----	
00:01:37,800	15,7	26,7	-----	
00:01:37,820	15,7	26,7	-----	
00:01:37,840	15,7	26,7	-----	
00:01:37,860	15,7	26,7	-----	
00:01:37,880	15,7	26,7	-----	
00:01:37,900	15,7	26,7	-----	
00:01:37,920	15,7	26,7	-----	
00:01:37,940	15,7	26,7	-----	
00:01:37,960	15,7	26,7	-----	
00:01:37,980	15,7	26,7	-----	
00:01:38,000	15,7	26,7	-----	
00:01:38,020	15,7	26,7	-----	
00:01:38,040	15,7	26,7	-----	
00:01:38,060	15,7	26,7	-----	
00:01:38,080	15,7	26,7	-----	
00:01:38,100	15,7	26,7	-----	
00:01:38,120	15,7	26,7	-----	
00:01:38,140	15,7	26,7	-----	
00:01:38,160	15,7	26,7	-----	
00:01:38,180	15,7	26,7	-----	
00:01:38,200	15,7	26,7	-----	
00:01:38,220	15,7	26,7	-----	
00:01:38,240	15,7	26,7	-----	
00:01:38,260	15,6	26,7	-----	
00:01:38,280	15,6	26,7	-----	
00:01:38,300	15,6	26,7	-----	
00:01:38,320	15,6	26,7	-----	
00:01:38,340	15,6	26,7	-----	
00:01:38,360	15,6	26,7	-----	
00:01:38,380	15,6	26,7	-----	
00:01:38,400	15,6	26,7	-----	
00:01:38,420	15,6	26,7	-----	
00:01:38,440	15,6	26,7	-----	
00:01:38,460	15,6	26,7	-----	
00:01:38,480	15,6	26,7	-----	
00:01:38,500	15,6	26,7	-----	
00:01:38,520	15,6	26,7	-----	
00:01:38,540	15,6	26,7	-----	
00:01:38,560	15,6	26,7	-----	
00:01:38,580	15,6	26,7	-----	
00:01:38,600	15,6	26,7	-----	
00:01:38,620	15,6	26,7	-----	
00:01:38,640	15,6	26,7	-----	
00:01:38,660	15,6	26,7	-----	
00:01:38,680	15,6	26,7	-----	
00:01:38,700	15,6	26,7	-----	
00:01:38,720	15,6	26,7	-----	
00:01:38,740	15,6	26,7	-----	
00:01:38,760	15,6	26,7	-----	
00:01:38,780	15,6	26,7	-----	
00:01:38,800	15,6	26,7	-----	
00:01:38,820	15,6	26,7	-----	
00:01:38,840	15,6	26,7	-----	
00:01:38,860	15,6	26,7	-----	
00:01:38,880	15,6	26,7	-----	
00:01:38,900	15,6	26,7	-----	
00:01:38,920	15,6	26,7	-----	
00:01:38,940	15,6	26,7	-----	
00:01:38,960	15,6	26,7	-----	
00:01:38,980	15,6	26,7	-----	
00:01:39,000	15,6	26,7	-----	
00:01:39,020	15,6	26,7	-----	
00:01:39,040	15,6	26,7	-----	
00:01:39,060	15,6	26,7	-----	
00:01:39,080	15,6	26,7	-----	
00:01:39,100	15,6	26,7	-----	
00:01:39,120	15,6	26,7	-----	
00:01:39,140	15,6	26,7	-----	
00:01:39,160	15,6	26,7	-----	
00:01:39,180	15,6	26,7	-----	
00:01:39,200	15,6	26,7	-----	
00:01:39,220	15,6	26,7	-----	
00:01:39,240	15,6	26,7	-----	
00:01:39,260	15,6	26,7	-----	
00:01:39,280	15,6	26,7	-----	
00:01:39,300	15,6	26,7	-----	
00:01:39,320	15,4	26,7	-----	
00:01:39,340	15,4	26,7	-----	
00:01:39,360	15,4	26,7	-----	
00:01:39,380	15,4	26,7	-----	
00:01:39,400	15,4	26,7	-----	
00:01:39,420	15,4	26,7	-----	
00:01:39,440	15,4	26,7	-----	
00:01:39,460	15,4	26,7	-----	
00:01:39,480	15,4	26,7	-----	
00:01:39,500	15,4	26,7	-----	
00:01:39,520	15,4	26,7	-----	
00:01:39,540	15,4	26,7	-----	
00:01:39,560	15,4	26,7	-----	
00:01:39,580	15,4	26,7	-----	
00:01:39,600	15,4	26,7	-----	
00:01:39,620	15,4	26,7	-----	
00:01:39,640	15,4	26,7	-----	
00:01:39,660	15,4	26,7	-----	
00:01:39,680	15,4	26,7	-----	
00:01:39,700	15,4	26,7	-----	
00:01:39,720	15,4	26,7	-----	
00:01:39,740	15,4	26,7	-----	
00:01:39,760	15,4	26,7	-----	
00:01:39,780	15,4	26,7	-----	
00:01:39,800	15,4	26,7	-----	
00:01:39,820	15,4	26,7	-----	
00:01:39,840	15,4	26,7	-----	
00:01:39,860	15,4	26,7	-----	
00:01:39,880	15,4	26,7	-----	
00:01:39,900	15,4	26,7	-----	
00:01:39,920	15,4	26,7	-----	
00:01:39,940	15,4	26,7	-----	
00:01:39,960	15,4	26,7	-----	
00:01:39,980	15,4	26,7	-----	
00:01:40,000	15,4	26,7	-----	
00:01:40,020	15,4	26,7	-----	
00:01:40,040	15,4	26,7	-----	
00:01:40,060	15,4	26,7	-----	
00:01:40,080	15,4	26,7	-----	
00:01:40,100	15,4	26,7	-----	
00:01:40,120	15,4	26,7	-----	
00:01:40,140	15,4	26,7	-----	
00:01:40,160	15,4	26,7	-----	
00:01:40,180	15,4	26,7	-----	
00:01:40,200	15,4	26,7	-----	
00:01:40,220	15,4	26,7	-----	
00:01:40,240	15,4	26,7	-----	
00:01:40,260	15,4	26,7	-----	
00:01:40,280	15,4	26,7	-----	
00:01:40,300	15,4	26,7	-----	
00:01:40,320	15,4	26,7	-----	
00:01:40,340	15,4	26,7	-----	
00:01:40,360	15,4	26,7	-----	
00:01:40,380	15,4	26,7	-----	
00:01:40,400	15,4	26,7	-----	
00:01:40,420	15,4	26,7	-----	
00:01:40,440	15,4	26,7	-----	
00:01:40,460	15,4	26,7	-----	
00:01:40,480	15,4	26,7	-----	
00:01:40,500	15,4	26,7	-----	
00:01:40,520	15,4	26,7	-----	
00:01:40,540	15,4	26,7	-----	
00:01:40,560	15,4	26,7	-----	
00:01:40,580	15,4	26,7	-----	
00:01:40,600	15,4	26,7	-----	
00:01:40,620	15,4	26,7	-----	
00:01:40,640	15,4	26,7	-----	
00:01:40,660	15,3	26,7	-----	
00:01:40,680	15,3	26,7	-----	
00:01:40,700	15,3	26,7	-----	
00:01:40,720	15,3	26,7	-----	
00:01:40,740	15,3	26,7	-----	
00:01:40,760	15,3	26,7	-----	
00:01:40,780	15,3	26,7	-----	
00:01:40,800	15,3	26,7	-----	
00:01:40,820	15,3	26,7	-----	
00:01:40,840	15,3	26,7	-----	
00:01:40,860	15,3	26,7	-----	
00:01:40,880	15,3	26,7	-----	
00:01:40,900	15,3	26,7	-----	
00:01:40,920	15,3	26,7	-----	
00:01:40,940	15,3	26,7	-----	
00:01:40,960	15,3	26,7	-----	
00:01:40,980	15,3	26,7	-----	
00:01:41,000	15,3	26,7	-----	
00:01:41,020	15,3	26,7	-----	
00:01:41,040	15,3	26,7	-----	
00:01:41,060	15,3	26,7	-----	
00:01:41,080	15,3	26,7	-----	
00:01:41,100	15,3	26,7	-----	
00:01:41,120	15,3	26,7	-----	
00:01:41,140	15,3	26,7	-----	
00:01:41,160	15,3	26,7	-----	
00:01:41,180	15,3	26,7	-----	
00:01:41,200	15,3	26,7	-----	
00:01:41,220	15,3	26,7	-----	
00:01:41,240	15,3	26,7	-----	
00:01:41,260	15,3	26,7	-----	
00:01:41,280	15,3	26,7	-----	
00:01:41,300	15,3	26,7	-----	
00:01:41,320	15,3	26,7	-----	
00:01:41,340	15,3	26,7	-----	
00:01:41,360	15,3	26,7	-----	
00:01:41,380	15,3	26,7	-----	
00:01:41,400	15,3	26,7	-----	
00:01:41,420	15,3	26,7	-----	
00:01:41,440	15,3	26,7	-----	
00:01:41,460	15,3	26,7	-----	
00:01:41,480	15,3	26,7	-----	
00:01:41,500	15,3	26,7	-----	
00:01:41,520	15,3	26,7	-----	
00:01:41,540	15,3	26,7	-----	
00:01:41,560	15,3	26,7	-----	
00:01:41,580	15,3	26,7	-----	
00:01:41,600	15,3	26,7	-----	
00:01:41,620	15,3	26,7	-----	
00:01:41,640	15,3	26,7	-----	
00:01:41,660	15,3	26,7	-----	
00:01:41,680	15,3	26,7	-----	
00:01:41,700	15,3	26,7	-----	
00:01:41,720	15,3	26,7	-----	
00:01:41,740	15,3	26,7	-----	
00:01:41,760	15,3	26,7	-----	
00:01:41,780	15,3	26,7	-----	
00:01:41,800	15,3	26,7	-----	
00:01:41,820	15,3	26,7	-----	
00:01:41,840	15,3	26,7	-----	
00:01:41,860	15,3	26,7	-----	
00:01:41,880	15,3	26,7	-----	
00:01:41,900	15,3	26,7	-----	
00:01:41,920	15,3	26,7	-----	
00:01:41,940	15,3	26,7	-----	
00:01:41,960	15,3	26,7	-----	
00:01:41,980	15,3	26,7	-----	
00:01:42,000	15,3	26,7	-----	
00:01:42,020	15,3	26,7	-----	
00:01:42,040	15,3	26,7	-----	
00:01:42,060	15,3	26,7	-----	
00:01:42,080	15,3	26,7	-----	
00:01:42,100	15,3	26,7	-----	
00:01:42,120	15,3	26,7	-----	
00:01:42,140	15,3	26,7	-----	
00:01:42,160	15,3	26,7	-----	
00:01:42,180	15,3	26,7	-----	
00:01:42,200	15,3	26,7	-----	
00:01:42,220	15,3	26,7	-----	
00:01:42,240	15,2	26,7	-----	
00:01:42,260	15,2	26,7	-----	
00:01:42,280	15,2	26,7	-----	
00:01:42,300	15,2	26,7	-----	
00:01:42,320	15,2	26,7	-----	
00:01:42,340	15,2	26,7	-----	
00:01:42,360	15,2	26,7	-----	
00:01:42,380	15,2	26,7	-----	
00:01:42,400	15,2	26,7	-----	
00:01:42,420	15,2	26,7	-----	
00:01:42,440	15,2	26,7	-----	
00:01:42,460	15,2	26,7	-----	
00:01:42,480	15,2	26,7	-----	
00:01:42,500	15,2	26,7	-----	
00:01:42,520	15,2	26,7	-----	
00:01:42,540	15,2	26,7	-----	
00:01:42,560	15,2	26,7	-----	
00:01:42,580	15,2	26,7	-----	
00:01:42,600	15,2	26,7	-----	
00:01:42,620	15,2	26,7	-----	
00:01:42,640	15,2	26,7	-----	
00:01:42,660	15,2	26,7	-----	
00:01:42,680	15,2	26,7	-----	
00:01:42,700	15,2	26,7	-----	
00:01:42,720	15,2	26,7	-----	
00:01:42,740	15,2	26,7	-----	
00:01:42,760	15,2	26,7	-----	
00:01:42,780	15,2	26,7	-----	
00:01:42,800	15,2	26,7	-----	
00:01:42,820	15,2	26,7	-----	
00:01:42,840	15,2	26,7	-----	
00:01:42,860	15,2	26,7	-----	
00:01:42,880	15,2	26,7	-----	
00:01:42,900	15,2	26,7	-----	
00:01:42,920	15,2	26,7	-----	
00:01:42,940	15,2	26,7	-----	
00:01:42,960	15,2	26,7	-----	
00:01:42,980	15,2	26,7	-----	
00:01:43,000	15,2	26,7	-----	
00:01:43,020	15,2	26,7	-----	
00:01:43,040	15,2	26,7	-----	
00:01:43,060	15,2	26,7	-----	
00:01:43,080	15,2	26,7	-----	
00:01:43,100	15,2	26,7	-----	
00:01:43,120	15,2	26,7	-----	
00:01:43,140	15,2	26,7	-----	
00:01:43,160	15,2	26,7	-----	
00:01:43,180	15,2	26,7	-----	
00:01:43,200	15,2	26,7	-----	
00:01:43,220	15,2	26,7	-----	
00:01:43,240	15,2	26,7	-----	
00:01:43,260	15,2	26,7	-----	
00:01:43,280	15,2	26,7	-----	
00:01:43,300	15,2	26,7	-----	
00:01:43,320	15,2	26,7	-----	
00:01:43,340	15,2	26,7	-----	
00:01:43,360	15,2	26,7	-----	
00:01:43,380	15,2	26,7	-----	
00:01:43,400	15,2	26,7	-----	
00:01:43,420	15,2	26,7	-----	
00:01:43,440	15,2	26,7	-----	
00:01:43,460	15,2	26,7	-----	
00:01:43,480	15,2	26,7	-----	
00:01:43,500	15,2	26,7	-----	
00:01:43,520	15,2	26,7	-----	
00:01:43,540	15,2	26,7	-----	
00:01:43,560	15,2	26,7	-----	
00:01:43,580	15,2	26,7	-----	
00:01:43,600	15,2	26,7	-----	
00:01:43,620	15,2	26,7	-----	
00:01:43,640	15,2	26,7	-----	
00:01:43,660	15,2	26,7	-----	
00:01:43,680	15,2	26,7	-----	
00:01:43,700	15,2	26,7	-----	
00:01:43,720	15,2	26,7	-----	
00:01:43,740	15,2	26,7	-----	
00:01:43,760	15,2	26,7	-----	
00:01:43,780	15,2	26,7	-----	
00:01:43,800	15,2	26,7	-----	
00:01:43,820	15,2	26,7	-----	
00:01:43,840	15,2	26,7	-----	
00:01:43,860	15,2	26,7	-----	
00:01:43,880	15,2	26,7	-----	
00:01:43,900	15,2	26,7	-----	
00:01:43,920	15,2	26,7	-----	
00:01:43,940	15,2	26,7	-----	
00:01:43,960	15,2	26,7	-----	
00:01:43,980	15,1	26,7	-----	
00:01:44,000	15,1	26,7	-----	
00:01:44,020	15,1	26,7	-----	
00:01:44,040	15,1	26,7	-----	
00:01:44,060	15,1	26,7	-----	
00:01:44,080	15,1	26,7	-----	
00:01:44,100	15,1	26,7	-----	
00:01:44,120	15,1	26,7	-----	
00:01:44,140	15,1	26,7	-----	
00:01:44,160	15,1	26,7	-----	
00:01:44,180	15,1	26,7	-----	
00:01:44,200	15,1	26,7	-----	
00:01:44,220	15,1	26,7	-----	
00:01:44,240	15,1	26,7	-----	
00:01:44,260	15,1	26,7	-----	
00:01:44,280	15,1	26,7	-----	
00:01:44,300	15,1	26,7	-----	
00:01:44,320	15,1	26,7	-----	
00:01:44,340	15,1	26,7	-----	
00:01:44,360	15,1	26,7	-----	
00:01:44,380	15,1	26,7	-----	
00:01:44,400	15,1	26,7	-----	
00:01:44,420	15,1	26,7	-----	
00:01:44,440	15,1	26,7	-----	
00:01:44,460	15,1	26,7	-----	
00:01:44,480	15,1	26,7	-----	
00:01:44,500	15,1	26,7	-----	
00:01:44,520	15,1	26,7	-----	
00:01:44,540	15,1	26,7	-----	
00:01:44,560	15,1	26,7	-----	
00:01:44,580	15,1	26,7	-----	
00:01:44,600	15,1	26,7	-----	
00:01:44,620	15,1	26,7	-----	
00:01:44,640	15,1	26,7	-----	
00:01:44,660	15,1	26,7	-----	
00:01:44,680	15,1	26,7	-----	
00:01:44,700	15,1	26,7	-----	
00:01:44,720	15,1	26,7	-----	
00:01:44,740	15,1	26,7	-----	
00:01:44,760	15,1	26,7	-----	
00:01:44,780	15,1	26,7	-----	
00:01:44,800	15,1	26,7	-----	
00:01:44,820	15,1	26,7	-----	
00:01:44,840	15,1	26,7	-----	
00:01:44,860	15,1	26,7	-----	
00:01:44,880	15,1	26,7	-----	
00:01:44,900	15,1	26,7	-----	
00:01:44,920	15,1	26,7	-----	
00:01:44,940	15,1	26,7	-----	
00:01:44,960	15,1	26,7	-----	
00:01:44,980	15,1	26,7	-----	
00:01:45,000	15,1	26,7	-----	
00:01:45,020	15,1	26,7	-----	
00:01:45,040	15,1	26,7	-----	
00:01:45,060	15,1	26,7	-----	
00:01:45,080	15,1	26,7	-----	
00:01:45,100	15,1	26,7	-----	
00:01:45,120	15,1	26,7	-----	
00:01:45,140	15,1	26,7	-----	
00:01:45,160	15,1	26,7	-----	
00:01:45,180	15,1	26,7	-----	
00:01:45,200	15,1	26,7	-----	
00:01:45,220	15,1	26,7	-----	
00:01:45,240	15,1	26,7	-----	
00:01:45,260	15,1	26,7	-----	
00:01:45,280	15,1	26,7	-----	
00:01:45,300	15,1	26,7	-----	
00:01:45,320	15,1	26,7	-----	
00:01:45,340	15,1	26,7	-----	
00:01:45,360	15,1	26,7	-----	
00:01:45,380	15,1	26,7	-----	
00:01:45,400	15,1	26,7	-----	
00:01:45,420	15,1	26,7	-----	
00:01:45,440	15,1	26,7	-----	
00:01:45,460	15,1	26,7	-----	
00:01:45,480	15,1	26,7	-----	
00:01:45,500	15,1	26,7	-----	
00:01:45,520	15,1	26,7	-----	
00:01:45,540	15,1	26,7	-----	
00:01:45,560	15,1	26,7	-----	
00:01:45,580	15,1	26,7	-----	
00:01:45,600	15,1	26,7	-----	
00:01:45,620	15,1	26,7	-----	
00:01:45,640	15,1	26,7	-----	
00:01:45,660	15,1	26,7	-----	
00:01:45,680	15,1	26,7	-----	
00:01:45,700	15,1	26,7	-----	
00:01:45,720	15,1	26,7	-----	
00:01:45,740	15,1	26,7	-----	
00:01:45,760	15,1	26,7	-----	
00:01:45,780	15,1	26,7	-----	
00:01:45,800	15,1	26,7	-----	
00:01:45,820	14,9	26,7	-----	
00:01:45,840	14,9	26,7	-----	
00:01:45,860	14,9	26,7	-----	
00:01:45,880	14,9	26,7	-----	
00:01:45,900	14,9	26,7	-----	
00:01:45,920	14,9	26,7	-----	
00:01:45,940	14,9	26,7	-----	
00:01:45,960	14,9	26,7	-----	
00:01:45,980	14,9	26,7	-----	
00:01:46,000	14,9	26,7	-----	
00:01:46,020	14,9	26,7	-----	
00:01:46,040	14,9	26,7	-----	
00:01:46,060	14,9	26,7	-----	
00:01:46,080	14,9	26,7	-----	
00:01:46,100	14,9	26,7	-----	
00:01:46,120	14,9	26,7	-----	
00:01:46,140	14,9	26,7	-----	
00:01:46,160	14,9	26,7	-----	
00:01:46,180	14,9	26,7	-----	
00:01:46,200	14,9	26,7	-----	
00:01:46,220	14,9	26,7	-----	
00:01:46,240	14,9	26,7	-----	
00:01:46,260	14,9	26,7	-----	
00:01:46,280	14,9	26,7	-----	
00:01:46,300	14,9	26,7	-----	
00:01:46,320	14,9	26,7	-----	
00:01:46,340	14,9	26,7	-----	
00:01:46,360	14,9	26,7	-----	
00:01:46,380	14,9	26,7	-----	
00:01:46,400	14,9	26,7	-----	
00:01:46,420	14,9	26,7	-----	
00:01:46,440	14,9	26,7	-----	
00:01:46,460	14,9	26,7	-----	
00:01:46,480	14,9	26,7	-----	
00:01:46,500	14,9	26,7	-----	
00:01:46,520	14,9	26,7	-----	
00:01:46,540	14,9	26,7	-----	
00:01:46,560	14,9	26,7	-----	
00:01:46,580	14,9	26,7	-----	
00:01:46,600	14,9	26,7	-----	
00:01:46,620	14,9	26,7	-----	
00:01:46,640	14,9	26,7	-----	
00:01:46,660	14,9	26,7	-----	
00:01:46,680	14,9	26,7	-----	
00:01:46,700	14,9	26,7	-----	
00:01:46,720	14,9	26,7	-----	
00:01:46,740	14,9	26,7	-----	
00:01:46,760	14,9	26,7	-----	
00:01:46,780	14,9	26,7	-----	
00:01:46,800	14,9	26,7	-----	
00:01:46,820	14,9	26,7	-----	
00:01:46,840	14,9	26,7	-----	
00:01:46,860	14,9	26,7	-----	
00:01:46,880	14,9	26,7	-----	
00:01:46,900	14,9	26,7	-----	
00:01:46,920	14,9	26,7	-----	
00:01:46,940	14,9	26,7	-----	
00:01:46,960	14,9	26,7	-----	
00:01:46,980	14,9	26,7	-----	
00:01:47,000	14,9	26,7	-----	
00:01:47,020	14,9	26,7	-----	
00:01:47,040	14,9	26,7	-----	
00:01:47,060	14,9	26,7	-----	
00:01:47,080	14,9	26,7	-----	
00:01:47,100	14,9	26,7	-----	
00:01:47,120	14,9	26,7	-----	
00:01:47,140	14,9	26,7	-----	
00:01:47,160	14,9	26,7	-----	
00:01:47,180	14,9	26,7	-----	
00:01:47,200	14,9	26,7	-----	
00:01:47,220	14,9	26,7	-----	
00:01:47,240	14,9	26,7	-----	
00:01:47,260	14,9	26,7	-----	
00:01:47,280	14,9	26,7	-----	
00:01:47,300	14,9	26,7	-----	
00:01:47,320	14,9	26,7	-----	
00:01:47,340	14,9	26,7	-----	
00:01:47,360	14,9	26,7	-----	
00:01:47,380	14,9	26,7	-----	
00:01:47,400	14,9	26,7	-----	
00:01:47,420	14,9	26,7	-----	
00:01:47,440	14,9	26,7	-----	
00:01:47,460	14,9	26,7	-----	
00:01:47,480	14,8	26,7	-----	
00:01:47,500	14,8	26,7	-----	
00:01:47,520	14,8	26,7	-----	
00:01:47,540	14,8	26,7	-----	
00:01:47,560	14,8	26,7	-----	
00:01:47,580	14,8	26,7	-----	
00:01:47,600	14,8	26,7	-----	
00:01:47,620	14,8	26,7	-----	
00:01:47,640	14,8	26,7	-----	
00:01:47,660	14,8	26,7	-----	
00:01:47,680	14,8	26,7	-----	
00:01:47,700	14,8	26,7	-----	
00:01:47,720	14,8	26,7	-----	
00:01:47,740	14,8	26,7	-----	
00:01:47,760	14,8	26,7	-----	
00:01:47,780	14,8	26,7	-----	
00:01:47,800	14,8	26,7	-----	
00:01:47,820	14,8	26,7	-----	
00:01:47,840	14,8	26,7	-----	
00:01:47,860	14,8	26,7	-----	
00:01:47,880	14,8	26,7	-----	
00:01:47,900	14,8	26,7	-----	
00:01:47,920	14,8	26,7	-----	
00:01:47,940	14,8	26,7	-----	
00:01:47,960	14,8	26,7	-----	
00:01:47,980	14,8	26,7	-----	
00:01:48,000	14,8	26,7	-----	
00:01:48,020	14,8	26,7	-----	
00:01:48,040	14,8	26,7	-----	
00:01:48,060	14,8	26,7	-----	
00:01:48,080	14,8	26,7	-----	
00:01:48,100	14,8	26,7	-----	
00:01:48,120	14,8	26,7	-----	
00:01:48,140	14,8	26,7	-----	
00:01:48,160	14,8	26,7	-----	
00:01:48,180	14,8	26,7	-----	
00:01:48,200	14,8	26,7	-----	
00:01:48,220	14,8	26,7	-----	
00:01:48,240	14,8	26,7	-----	
00:01:48,260	14,8	26,7	-----	
00:01:48,280	14,8	26,7	-----	
00:01:48,300	14,8	26,7	-----	
00:01:48,320	14,8	26,7	-----	
00:01:48,340	14,8	26,7	-----	
00:01:48,360	14,8	26,7	-----	
00:01:48,380	14,8	26,7	-----	
00:01:48,400	14,8	26,7	-----	
00:01:48,420	14,8	26,7	-----	
00:01:48,440	14,8	26,7	-----	
00:01:48,460	14,8	26,7	-----	
00:01:48,480	14,8	26,7	-----	
00:01:48,500	14,8	26,7	-----	
00:01:48,520	14,8	26,7	-----	
00:01:48,540	14,8	26,7	-----	
00:01:48,560	14,8	26,7	-----	
00:01:48,580	14,8	26,7	-----	
00:01:48,600	14,8	26,7	-----	
00:01:48,620	14,8	26,7	-----	
00:01:48,640	14,8	26,7	-----	
00:01:48,660	14,8	26,7	-----	
00:01:48,680	14,8	26,7	-----	
00:01:48,700	14,8	26,7	-----	
00:01:48,720	14,8	26,7	-----	
00:01:48,740	14,8	26,7	-----	
00:01:48,760	14,8	26,7	-----	
00:01:48,780	14,8	26,7	-----	
00:01:48,800	14,8	26,7	-----	
00:01:48,820	14,8	26,7	-----	
00:01:48,840	14,8	26,7	-----	
00:01:48,860	14,8	26,7	-----	
00:01:48,880	14,8	26,7	-----	
00:01:48,900	14,8	26,7	-----	
00:01:48,920	14,8	26,7	-----	
00:01:48,940	14,8	26,7	-----	
00:01:48,960	14,8	26,7	-----	
00:01:48,980	14,8	26,7	-----	
00:01:49,000	14,8	26,7	-----	
00:01:49,020	14,8	26,7	-----	
00:01:49,040	14,8	26,7	-----	
00:01:49,060	14,8	26,7	-----	
00:01:49,080	14,8	26,7	-----	
00:01:49,100	14,8	26,7	-----	
00:01:49,120	14,8	26,7	-----	
00:01:49,140	14,8	26,7	-----	
00:01:49,160	14,8	26,7	-----	
00:01:49,180	14,8	26,7	-----	
00:01:49,200	14,8	26,7	-----	
00:01:49,220	14,8	26,7	-----	
00:01:49,240	14,8	26,7	-----	
00:01:49,260	14,8	26,7	-----	
00:01:49,280	14,7	26,7	-----	
00:01:49,300	14,7	26,7	-----	
00:01:49,320	14,7	26,7	-----	
00:01:49,340	14,7	26,7	-----	
00:01:49,360	14,8	26,7	-----	
00:01:49,380	14,8	26,7	-----	
00:01:49,400	14,7	26,7	-----	
00:01:49,420	14,7	26,7	-----	
00:01:49,440	14,7	26,7	-----	
00:01:49,460	14,7	26,7	-----	
00:01:49,480	14,7	26,7	-----	
00:01:49,500	14,7	26,7	-----	
00:01:49,520	14,7	26,7	-----	
00:01:49,540	14,7	26,7	-----	
00:01:49,560	14,7	26,7	-----	
00:01:49,580	14,7	26,7	-----	
00:01:49,600	14,7	26,7	-----	
00:01:49,620	14,7	26,7	-----	
00:01:49,640	14,7	26,7	-----	
00:01:49,660	14,7	26,7	-----	
00:01:49,680	14,7	26,7	-----	
00:01:49,700	14,7	26,7	-----	
00:01:49,720	14,7	26,7	-----	
00:01:49,740	14,7	26,7	-----	
00:01:49,760	14,7	26,7	-----	
00:01:49,780	14,7	26,7	-----	
00:01:49,800	14,7	26,7	-----	
00:01:49,820	14,7	26,7	-----	
00:01:49,840	14,7	26,7	-----	
00:01:49,860	14,7	26,7	-----	
00:01:49,880	14,7	26,7	-----	
00:01:49,900	14,7	26,7	-----	
00:01:49,920	14,7	26,7	-----	
00:01:49,940	14,7	26,7	-----	
00:01:49,960	14,7	26,7	-----	
00:01:49,980	14,7	26,7	-----	
00:01:50,000	14,7	26,7	-----	
00:01:50,020	14,7	26,7	-----	
00:01:50,040	14,7	26,7	-----	
00:01:50,060	14,7	26,7	-----	
00:01:50,080	14,7	26,7	-----	
00:01:50,100	14,7	26,7	-----	
00:01:50,120	14,7	26,7	-----	
00:01:50,140	14,7	26,7	-----	
00:01:50,160	14,7	26,7	-----	
00:01:50,180	14,7	26,7	-----	
00:01:50,200	14,7	26,7	-----	
00:01:50,220	14,7	26,7	-----	
00:01:50,240	14,7	26,7	-----	
00:01:50,260	14,7	26,7	-----	
00:01:50,280	14,7	26,7	-----	
00:01:50,300	14,7	26,7	-----	
00:01:50,320	14,7	26,7	-----	
00:01:50,340	14,7	26,7	-----	
00:01:50,360	14,7	26,7	-----	
00:01:50,380	14,7	26,7	-----	
00:01:50,400	14,7	26,7	-----	
00:01:50,420	14,7	26,7	-----	
00:01:50,440	14,7	26,7	-----	
00:01:50,460	14,7	26,7	-----	
00:01:50,480	14,7	26,7	-----	
00:01:50,500	14,7	26,7	-----	
00:01:50,520	14,7	26,7	-----	
00:01:50,540	14,7	26,7	-----	
00:01:50,560	14,7	26,7	-----	
00:01:50,580	14,7	26,7	-----	
00:01:50,600	14,7	26,7	-----	
00:01:50,620	14,7	26,7	-----	
00:01:50,640	14,7	26,7	-----	
00:01:50,660	14,7	26,7	-----	
00:01:50,680	14,7	26,7	-----	
00:01:50,700	14,7	26,7	-----	
00:01:50,720	14,7	26,7	-----	
00:01:50,740	14,7	26,7	-----	
00:01:50,760	14,7	26,7	-----	
00:01:50,780	14,6	26,7	-----	
00:01:50,800	14,6	26,7	-----	
00:01:50,820	14,6	26,7	-----	
00:01:50,840	14,6	26,7	-----	
00:01:50,860	14,6	26,7	-----	
00:01:50,880	14,6	26,7	-----	
00:01:50,900	14,6	26,7	-----	
00:01:50,920	14,6	26,7	-----	
00:01:50,940	14,6	26,7	-----	
00:01:50,960	14,6	26,7	-----	
00:01:50,980	14,6	26,7	-----	
00:01:51,000	14,6	26,7	-----	
00:01:51,020	14,7	26,7	-----	
00:01:51,040	14,7	26,7	-----	
00:01:51,060	14,7	26,7	-----	
00:01:51,080	14,6	26,7	-----	
00:01:51,100	14,6	26,7	-----	
00:01:51,120	14,7	26,7	-----	
00:01:51,140	14,6	26,7	-----	
